DATE,Y
01JUN1983,100.0863684
01JUL1983,100.24308341
01AUG1983,99.790696891
01SEP1983,100.06657871
01OCT1983,99.932459625
01NOV1983,99.878047756
01DEC1983,100.15953897
01JAN1984,99.784166615
01FEB1984,100.01549458
01MAR1984,100.15453712
01APR1984,100.01315641
01MAY1984,99.793867044
01JUN1984,100.08176217
01JUL1984,100.16499492
01AUG1984,99.901541583
01SEP1984,99.964404164
01OCT1984,99.952284785
01NOV1984,100.02614052
01DEC1984,100.05676621
01JAN1985,99.920993863
01FEB1985,100.24074688
01MAR1985,99.995463694
01APR1985,99.913951737
01MAY1985,99.775461915
01JUN1985,99.966519302
01JUL1985,100.08724036
01AUG1985,99.907802886
01SEP1985,100.12057768
01OCT1985,99.947580921
01NOV1985,99.95775737
01DEC1985,99.935726584
01JAN1986,100.10169609
01FEB1986,99.929875264
01MAR1986,100.17245434
01APR1986,99.970674529
01MAY1986,99.890531038
01JUN1986,99.910354198
01JUL1986,100.1220594
01AUG1986,100.16771116
01SEP1986,99.924132865
01OCT1986,99.908949855
01NOV1986,100.27619797
01DEC1986,100.01191947
01JAN1987,99.837519905
01FEB1987,99.866507021
01MAR1987,100.03480499
01APR1987,99.990596604
01MAY1987,100.17078198
01JUN1987,100.01828218
01JUL1987,99.826671872
01AUG1987,100.10054426
01SEP1987,100.06152022
01OCT1987,99.904196747
01NOV1987,100.01568157
01DEC1987,99.979045741
01JAN1988,100.01456159
01FEB1988,99.995762232
01MAR1988,100.05371035
01APR1988,100.01540807
01MAY1988,100.02359706
01JUN1988,100.04876713
01JUL1988,99.792235535
01AUG1988,100.10006373
01SEP1988,99.787281242
01OCT1988,100.28392397
01NOV1988,99.959676968
01DEC1988,99.922404128
01JAN1989,99.968997138
01FEB1989,99.862479362
01MAR1989,100.07508326
01APR1989,100.03440988
01MAY1989,100.03640211
01JUN1989,100.06606307
01JUL1989,100.08158447
01AUG1989,99.959082071
01SEP1989,99.845844842
01OCT1989,100.05277968
01NOV1989,99.985867238
01DEC1989,100.05229287
01JAN1990,100.0554662
01FEB1990,99.924089271
01MAR1990,100.11003499
01APR1990,99.847688738
01MAY1990,99.915021114
01JUN1990,100.09395676
01JUL1990,100.18984508
01AUG1990,99.933765656
01SEP1990,99.910089645
01OCT1990,100.01435891
01NOV1990,100.10479557
01DEC1990,99.776485096
01JAN1991,100.13667129
01FEB1991,100.09430683
01MAR1991,99.741522397
01APR1991,100.03259874
01MAY1991,100.16325849
01JUN1991,100.09991961
01JUL1991,99.825383203
01AUG1991,100.00903919
01SEP1991,99.922750265
01OCT1991,99.923081956
01NOV1991,100.14176356
01DEC1991,100.07153017
01JAN1992,99.94800313
01FEB1992,100.0435889
01MAR1992,99.988674717
01APR1992,100.11079351
01MAY1992,100.03031566
01JUN1992,99.744660832
01JUL1992,100.10504394
01AUG1992,99.958802578
01SEP1992,99.969322507
01OCT1992,100.14168005
01NOV1992,99.903917583
01DEC1992,100.03905764
01JAN1993,99.854460919
01FEB1993,100.28301161
01MAR1993,99.831089561
01APR1993,99.888342637
01MAY1993,100.13199634
01JUN1993,99.915219799
01JUL1993,99.953782491
01AUG1993,99.991921211
01SEP1993,100.00986413
01OCT1993,100.09132874
01NOV1993,99.958422486
01DEC1993,100.00736529
01JAN1994,99.9220071
01FEB1994,99.987414723
01MAR1994,100.05240591
01APR1994,99.966274452
01MAY1994,99.936707711
01JUN1994,100.15576699
01JUL1994,100.12641866
01AUG1994,99.860011976
01SEP1994,99.946459206
01OCT1994,100.11187303
01NOV1994,100.16796179
01DEC1994,99.825159889
01JAN1995,99.884439767
01FEB1995,99.921735439
01MAR1995,100.10912412
01APR1995,100.0541256
01MAY1995,99.915361273
01JUN1995,99.952448515
01JUL1995,100.02326267
01AUG1995,100.21688826
01SEP1995,99.997311227
01OCT1995,99.744986815
01NOV1995,100.02243732
01DEC1995,100.07215007
01JAN1996,99.926649106
01FEB1996,100.06690727
01MAR1996,100.04569751
01APR1996,100.08651421
01MAY1996,99.928310014
01JUN1996,99.847302698
01JUL1996,100.03879466
01AUG1996,100.00519247
01SEP1996,100.0802622
01OCT1996,99.988447658
01NOV1996,99.986330064
01DEC1996,100.03205517
01JAN1997,100.1614716
01FEB1997,99.838321174
01MAR1997,100.01427675
01APR1997,100.07610138
01MAY1997,100.14497092
01JUN1997,99.836770474
01JUL1997,100.15637832
01AUG1997,99.942724034
01SEP1997,100.05469862
01OCT1997,99.960533377
01NOV1997,99.916007236
01DEC1997,100.09577456
01JAN1998,99.885994851
01FEB1998,99.820064214
01MAR1998,100.13825873
01APR1998,100.10515936
01MAY1998,99.814238131
01JUN1998,100.18539149
01JUL1998,100.00035069
01AUG1998,100.09551604
01SEP1998,99.867559921
01OCT1998,99.96582363
01NOV1998,100.05905328
01DEC1998,100.00448233
01JAN1999,99.957326263
01FEB1999,100.12192628
01MAR1999,100.01286966
01APR1999,99.973591285
01MAY1999,99.998783512
01JUN1999,99.941404372
01JUL1999,100.13909887
01AUG1999,99.975427302
01SEP1999,99.931707135
01OCT1999,99.958892532
01NOV1999,100.19859764
01DEC1999,100.00114614
01JAN2000,99.945449988
